arrival_cycle,arrival_ns,kind,vpn,data_page,device_id,pasid,vmid,info
38010.880,95027.200,dma,2320,2320,0,0,0,
38027.264,95068.160,dma,2321,2321,0,0,0,
38043.648,95109.120,dma,2322,2322,0,0,0,
38060.032,95150.080,dma,2323,2323,0,0,0,
38076.416,95191.040,dma,2324,2324,0,0,0,
38092.800,95232.000,dma,2325,2325,0,0,0,
38109.184,95272.960,dma,2326,2326,0,0,0,
38125.568,95313.920,dma,2327,2327,0,0,0,
38141.952,95354.880,dma,2328,2328,0,0,0,
38158.336,95395.840,dma,2329,2329,0,0,0,
38174.720,95436.800,dma,2330,2330,0,0,0,
38191.104,95477.760,dma,2331,2331,0,0,0,
38207.488,95518.720,dma,2332,2332,0,0,0,
38223.872,95559.680,dma,2333,2333,0,0,0,
38240.256,95600.640,dma,2334,2334,0,0,0,
38256.640,95641.600,dma,2335,2335,0,0,0,
38273.024,95682.560,dma,2336,2336,0,0,0,
38289.408,95723.520,dma,2337,2337,0,0,0,
38305.792,95764.480,dma,2338,2338,0,0,0,
38322.176,95805.440,dma,2339,2339,0,0,0,
38338.560,95846.400,dma,2340,2340,0,0,0,
38354.944,95887.360,dma,2341,2341,0,0,0,
38371.328,95928.320,dma,2342,2342,0,0,0,
38387.712,95969.280,dma,2343,2343,0,0,0,
38404.096,96010.240,dma,2344,2344,0,0,0,
38420.480,96051.200,dma,2345,2345,0,0,0,
38436.864,96092.160,dma,2346,2346,0,0,0,
38453.248,96133.120,dma,2347,2347,0,0,0,
38469.632,96174.080,dma,2348,2348,0,0,0,
38486.016,96215.040,dma,2349,2349,0,0,0,
38502.400,96256.000,dma,2350,2350,0,0,0,
38518.784,96296.960,dma,2351,2351,0,0,0,
38535.168,96337.920,dma,2352,2352,0,0,0,
38551.552,96378.880,dma,2353,2353,0,0,0,
38567.936,96419.840,dma,2354,2354,0,0,0,
38584.320,96460.800,dma,2355,2355,0,0,0,
38600.704,96501.760,dma,2356,2356,0,0,0,
38617.088,96542.720,dma,2357,2357,0,0,0,
38633.472,96583.680,dma,2358,2358,0,0,0,
38649.856,96624.640,dma,2359,2359,0,0,0,
38666.240,96665.600,dma,2360,2360,0,0,0,
38682.624,96706.560,dma,2361,2361,0,0,0,
38699.008,96747.520,dma,2362,2362,0,0,0,
38715.392,96788.480,dma,2363,2363,0,0,0,
38731.776,96829.440,dma,2364,2364,0,0,0,
38748.160,96870.400,dma,2365,2365,0,0,0,
38764.544,96911.360,dma,2366,2366,0,0,0,
38780.928,96952.320,dma,2367,2367,0,0,0,
38797.312,96993.280,dma,2368,2368,0,0,0,
38813.696,97034.240,dma,2369,2369,0,0,0,
38830.080,97075.200,dma,2370,2370,0,0,0,
38846.464,97116.160,dma,2371,2371,0,0,0,
38862.848,97157.120,dma,2372,2372,0,0,0,
38879.232,97198.080,dma,2373,2373,0,0,0,
38895.616,97239.040,dma,2374,2374,0,0,0,
38912.000,97280.000,dma,2375,2375,0,0,0,
38928.384,97320.960,dma,2376,2376,0,0,0,
38944.768,97361.920,dma,2377,2377,0,0,0,
38961.152,97402.880,dma,2378,2378,0,0,0,
38977.536,97443.840,dma,2379,2379,0,0,0,
38993.920,97484.800,dma,2380,2380,0,0,0,
39010.304,97525.760,dma,2381,2381,0,0,0,
39026.688,97566.720,dma,2382,2382,0,0,0,
39043.072,97607.680,dma,2383,2383,0,0,0,
39059.456,97648.640,dma,2384,2384,0,0,0,
39075.840,97689.600,dma,2385,2385,0,0,0,
39092.224,97730.560,dma,2386,2386,0,0,0,
39108.608,97771.520,dma,2387,2387,0,0,0,
39124.992,97812.480,dma,2388,2388,0,0,0,
39141.376,97853.440,dma,2389,2389,0,0,0,
39157.760,97894.400,dma,2390,2390,0,0,0,
39174.144,97935.360,dma,2391,2391,0,0,0,
39190.528,97976.320,dma,2392,2392,0,0,0,
39206.912,98017.280,dma,2393,2393,0,0,0,
39223.296,98058.240,dma,2394,2394,0,0,0,
39239.680,98099.200,dma,2395,2395,0,0,0,
39256.064,98140.160,dma,2396,2396,0,0,0,
39272.448,98181.120,dma,2397,2397,0,0,0,
39288.832,98222.080,dma,2398,2398,0,0,0,
39305.216,98263.040,dma,2399,2399,0,0,0,
39321.600,98304.000,dma,2400,2400,0,0,0,
39337.984,98344.960,dma,2401,2401,0,0,0,
39354.368,98385.920,dma,2402,2402,0,0,0,
39370.752,98426.880,dma,2403,2403,0,0,0,
39387.136,98467.840,dma,2404,2404,0,0,0,
39403.520,98508.800,dma,2405,2405,0,0,0,
39419.904,98549.760,dma,2406,2406,0,0,0,
39436.288,98590.720,dma,2407,2407,0,0,0,
39452.672,98631.680,dma,2408,2408,0,0,0,
39469.056,98672.640,dma,2409,2409,0,0,0,
39485.440,98713.600,dma,2410,2410,0,0,0,
39501.824,98754.560,dma,2411,2411,0,0,0,
39518.208,98795.520,dma,2412,2412,0,0,0,
39534.592,98836.480,dma,2413,2413,0,0,0,
39550.976,98877.440,dma,2414,2414,0,0,0,
39567.360,98918.400,dma,2415,2415,0,0,0,
39583.744,98959.360,dma,2416,2416,0,0,0,
39600.128,99000.320,dma,2417,2417,0,0,0,
39616.512,99041.280,dma,2418,2418,0,0,0,
39632.896,99082.240,dma,2419,2419,0,0,0,
39649.280,99123.200,dma,2420,2420,0,0,0,
39665.664,99164.160,dma,2421,2421,0,0,0,
39682.048,99205.120,dma,2422,2422,0,0,0,
39698.432,99246.080,dma,2423,2423,0,0,0,
39714.816,99287.040,dma,2424,2424,0,0,0,
39731.200,99328.000,dma,2425,2425,0,0,0,
39747.584,99368.960,dma,2426,2426,0,0,0,
39763.968,99409.920,dma,2427,2427,0,0,0,
39780.352,99450.880,dma,2428,2428,0,0,0,
39796.736,99491.840,dma,2429,2429,0,0,0,
39813.120,99532.800,dma,2430,2430,0,0,0,
39829.504,99573.760,dma,2431,2431,0,0,0,
39845.888,99614.720,dma,2432,2432,0,0,0,
39862.272,99655.680,dma,2433,2433,0,0,0,
39878.656,99696.640,dma,2434,2434,0,0,0,
39895.040,99737.600,dma,2435,2435,0,0,0,
39911.424,99778.560,dma,2436,2436,0,0,0,
39927.808,99819.520,dma,2437,2437,0,0,0,
39944.192,99860.480,dma,2438,2438,0,0,0,
39960.576,99901.440,dma,2439,2439,0,0,0,
39976.960,99942.400,dma,2440,2440,0,0,0,
39993.344,99983.360,dma,2441,2441,0,0,0,
40009.728,100024.320,dma,2442,2442,0,0,0,
40026.112,100065.280,dma,2443,2443,0,0,0,
40042.496,100106.240,dma,2444,2444,0,0,0,
40058.880,100147.200,dma,2445,2445,0,0,0,
40075.264,100188.160,dma,2446,2446,0,0,0,
40091.648,100229.120,dma,2447,2447,0,0,0,
40108.032,100270.080,dma,2448,2448,0,0,0,
40124.416,100311.040,dma,2449,2449,0,0,0,
40140.800,100352.000,dma,2450,2450,0,0,0,
40157.184,100392.960,dma,2451,2451,0,0,0,
40173.568,100433.920,dma,2452,2452,0,0,0,
40189.952,100474.880,dma,2453,2453,0,0,0,
40206.336,100515.840,dma,2454,2454,0,0,0,
40222.720,100556.800,dma,2455,2455,0,0,0,
40239.104,100597.760,dma,2456,2456,0,0,0,
40255.488,100638.720,dma,2457,2457,0,0,0,
40271.872,100679.680,dma,2458,2458,0,0,0,
40288.256,100720.640,dma,2459,2459,0,0,0,
40304.640,100761.600,dma,2460,2460,0,0,0,
40321.024,100802.560,dma,2461,2461,0,0,0,
40337.408,100843.520,dma,2462,2462,0,0,0,
40353.792,100884.480,dma,2463,2463,0,0,0,
40370.176,100925.440,dma,2464,2464,0,0,0,
40386.560,100966.400,dma,2465,2465,0,0,0,
40402.944,101007.360,dma,2466,2466,0,0,0,
40419.328,101048.320,dma,2467,2467,0,0,0,
40435.712,101089.280,dma,2468,2468,0,0,0,
40452.096,101130.240,dma,2469,2469,0,0,0,
40468.480,101171.200,dma,2470,2470,0,0,0,
40484.864,101212.160,dma,2471,2471,0,0,0,
40501.248,101253.120,dma,2472,2472,0,0,0,
40517.632,101294.080,dma,2473,2473,0,0,0,
40534.016,101335.040,dma,2474,2474,0,0,0,
40550.400,101376.000,dma,2475,2475,0,0,0,
40566.784,101416.960,dma,2476,2476,0,0,0,
40583.168,101457.920,dma,2477,2477,0,0,0,
40599.552,101498.880,dma,2478,2478,0,0,0,
40615.936,101539.840,dma,2479,2479,0,0,0,
40632.320,101580.800,dma,2480,2480,0,0,0,
40648.704,101621.760,dma,2481,2481,0,0,0,
40665.088,101662.720,dma,2482,2482,0,0,0,
40681.472,101703.680,dma,2483,2483,0,0,0,
40697.856,101744.640,dma,2484,2484,0,0,0,
40714.240,101785.600,dma,2485,2485,0,0,0,
40730.624,101826.560,dma,2486,2486,0,0,0,
40747.008,101867.520,dma,2487,2487,0,0,0,
40763.392,101908.480,dma,2488,2488,0,0,0,
40779.776,101949.440,dma,2489,2489,0,0,0,
40796.160,101990.400,dma,2490,2490,0,0,0,
40812.544,102031.360,dma,2491,2491,0,0,0,
40828.928,102072.320,dma,2492,2492,0,0,0,
40845.312,102113.280,dma,2493,2493,0,0,0,
40861.696,102154.240,dma,2494,2494,0,0,0,
40878.080,102195.200,dma,2495,2495,0,0,0,
40894.464,102236.160,dma,2496,2496,0,0,0,
40910.848,102277.120,dma,2497,2497,0,0,0,
40927.232,102318.080,dma,2498,2498,0,0,0,
40943.616,102359.040,dma,2499,2499,0,0,0,
40960.000,102400.000,dma,2500,2500,0,0,0,
40976.384,102440.960,dma,2501,2501,0,0,0,
40992.768,102481.920,dma,2502,2502,0,0,0,
41009.152,102522.880,dma,2503,2503,0,0,0,
41025.536,102563.840,dma,2504,2504,0,0,0,
41041.920,102604.800,dma,2505,2505,0,0,0,
41058.304,102645.760,dma,2506,2506,0,0,0,
41074.688,102686.720,dma,2507,2507,0,0,0,
41091.072,102727.680,dma,2508,2508,0,0,0,
41107.456,102768.640,dma,2509,2509,0,0,0,
41123.840,102809.600,dma,2510,2510,0,0,0,
41140.224,102850.560,dma,2511,2511,0,0,0,
41156.608,102891.520,dma,2512,2512,0,0,0,
41172.992,102932.480,dma,2513,2513,0,0,0,
41189.376,102973.440,dma,2514,2514,0,0,0,
41205.760,103014.400,dma,2515,2515,0,0,0,
41222.144,103055.360,dma,2516,2516,0,0,0,
41238.528,103096.320,dma,2517,2517,0,0,0,
41254.912,103137.280,dma,2518,2518,0,0,0,
41271.296,103178.240,dma,2519,2519,0,0,0,
41287.680,103219.200,dma,2520,2520,0,0,0,
41304.064,103260.160,dma,2521,2521,0,0,0,
41320.448,103301.120,dma,2522,2522,0,0,0,
41336.832,103342.080,dma,2523,2523,0,0,0,
41353.216,103383.040,dma,2524,2524,0,0,0,
41369.600,103424.000,dma,2525,2525,0,0,0,
41385.984,103464.960,dma,2526,2526,0,0,0,
41402.368,103505.920,dma,2527,2527,0,0,0,
41418.752,103546.880,dma,2528,2528,0,0,0,
41435.136,103587.840,dma,2529,2529,0,0,0,
41451.520,103628.800,dma,2530,2530,0,0,0,
41467.904,103669.760,dma,2531,2531,0,0,0,
41484.288,103710.720,dma,2532,2532,0,0,0,
41500.672,103751.680,dma,2533,2533,0,0,0,
41517.056,103792.640,dma,2534,2534,0,0,0,
41533.440,103833.600,dma,2535,2535,0,0,0,
41549.824,103874.560,dma,2536,2536,0,0,0,
41566.208,103915.520,dma,2537,2537,0,0,0,
41582.592,103956.480,dma,2538,2538,0,0,0,
41598.976,103997.440,dma,2539,2539,0,0,0,
41615.360,104038.400,dma,2540,2540,0,0,0,
41631.744,104079.360,dma,2541,2541,0,0,0,
41648.128,104120.320,dma,2542,2542,0,0,0,
41664.512,104161.280,dma,2543,2543,0,0,0,
41680.896,104202.240,dma,2544,2544,0,0,0,
41697.280,104243.200,dma,2545,2545,0,0,0,
41713.664,104284.160,dma,2546,2546,0,0,0,
41730.048,104325.120,dma,2547,2547,0,0,0,
41746.432,104366.080,dma,2548,2548,0,0,0,
41762.816,104407.040,dma,2549,2549,0,0,0,
41779.200,104448.000,dma,2550,2550,0,0,0,
41795.584,104488.960,dma,2551,2551,0,0,0,
41811.968,104529.920,dma,2552,2552,0,0,0,
41828.352,104570.880,dma,2553,2553,0,0,0,
41844.736,104611.840,dma,2554,2554,0,0,0,
41861.120,104652.800,dma,2555,2555,0,0,0,
41877.504,104693.760,dma,2556,2556,0,0,0,
41893.888,104734.720,dma,2557,2557,0,0,0,
41910.272,104775.680,dma,2558,2558,0,0,0,
41926.656,104816.640,dma,2559,2559,0,0,0,
41943.040,104857.600,dma,2560,2560,0,0,0,
41959.424,104898.560,dma,2561,2561,0,0,0,
41975.808,104939.520,dma,2562,2562,0,0,0,
41992.192,104980.480,dma,2563,2563,0,0,0,
42008.576,105021.440,dma,2564,2564,0,0,0,
42024.960,105062.400,dma,2565,2565,0,0,0,
42041.344,105103.360,dma,2566,2566,0,0,0,
42057.728,105144.320,dma,2567,2567,0,0,0,
42074.112,105185.280,dma,2568,2568,0,0,0,
42090.496,105226.240,dma,2569,2569,0,0,0,
42106.880,105267.200,dma,2570,2570,0,0,0,
42123.264,105308.160,dma,2571,2571,0,0,0,
42139.648,105349.120,dma,2572,2572,0,0,0,
42156.032,105390.080,dma,2573,2573,0,0,0,
42172.416,105431.040,dma,2574,2574,0,0,0,
42188.800,105472.000,dma,2575,2575,0,0,0,
42205.184,105512.960,dma,2576,2576,0,0,0,
42221.568,105553.920,dma,2577,2577,0,0,0,
42237.952,105594.880,dma,2578,2578,0,0,0,
42254.336,105635.840,dma,2579,2579,0,0,0,
42270.720,105676.800,dma,2580,2580,0,0,0,
42287.104,105717.760,dma,2581,2581,0,0,0,
42303.488,105758.720,dma,2582,2582,0,0,0,
42319.872,105799.680,dma,2583,2583,0,0,0,
42336.256,105840.640,dma,2584,2584,0,0,0,
42352.640,105881.600,dma,2585,2585,0,0,0,
42369.024,105922.560,dma,2586,2586,0,0,0,
42385.408,105963.520,dma,2587,2587,0,0,0,
42401.792,106004.480,dma,2588,2588,0,0,0,
42418.176,106045.440,dma,2589,2589,0,0,0,
42434.560,106086.400,dma,2590,2590,0,0,0,
42450.944,106127.360,dma,2591,2591,0,0,0,
42467.328,106168.320,dma,2592,2592,0,0,0,
42483.712,106209.280,dma,2593,2593,0,0,0,
42500.096,106250.240,dma,2594,2594,0,0,0,
42516.480,106291.200,dma,2595,2595,0,0,0,
42532.864,106332.160,dma,2596,2596,0,0,0,
42549.248,106373.120,dma,2597,2597,0,0,0,
42565.632,106414.080,dma,2598,2598,0,0,0,
42582.016,106455.040,dma,2599,2599,0,0,0,
42598.400,106496.000,dma,2600,2600,0,0,0,
42614.784,106536.960,dma,2601,2601,0,0,0,
42631.168,106577.920,dma,2602,2602,0,0,0,
42647.552,106618.880,dma,2603,2603,0,0,0,
42663.936,106659.840,dma,2604,2604,0,0,0,
42680.320,106700.800,dma,2605,2605,0,0,0,
42696.704,106741.760,dma,2606,2606,0,0,0,
42713.088,106782.720,dma,2607,2607,0,0,0,
42729.472,106823.680,dma,2608,2608,0,0,0,
42745.856,106864.640,dma,2609,2609,0,0,0,
42762.240,106905.600,dma,2610,2610,0,0,0,
42778.624,106946.560,dma,2611,2611,0,0,0,
42795.008,106987.520,dma,2612,2612,0,0,0,
42811.392,107028.480,dma,2613,2613,0,0,0,
42827.776,107069.440,dma,2614,2614,0,0,0,
42844.160,107110.400,dma,2615,2615,0,0,0,
42860.544,107151.360,dma,2616,2616,0,0,0,
42876.928,107192.320,dma,2617,2617,0,0,0,
42893.312,107233.280,dma,2618,2618,0,0,0,
42909.696,107274.240,dma,2619,2619,0,0,0,
42926.080,107315.200,dma,2620,2620,0,0,0,
42942.464,107356.160,dma,2621,2621,0,0,0,
42958.848,107397.120,dma,2622,2622,0,0,0,
42975.232,107438.080,dma,2623,2623,0,0,0,
42991.616,107479.040,dma,2624,2624,0,0,0,
43008.000,107520.000,dma,2625,2625,0,0,0,
43024.384,107560.960,dma,2626,2626,0,0,0,
43040.768,107601.920,dma,2627,2627,0,0,0,
43057.152,107642.880,dma,2628,2628,0,0,0,
43073.536,107683.840,dma,2629,2629,0,0,0,
43089.920,107724.800,dma,2630,2630,0,0,0,
43106.304,107765.760,dma,2631,2631,0,0,0,
43122.688,107806.720,dma,2632,2632,0,0,0,
43139.072,107847.680,dma,2633,2633,0,0,0,
43155.456,107888.640,dma,2634,2634,0,0,0,
43171.840,107929.600,dma,2635,2635,0,0,0,
43188.224,107970.560,dma,2636,2636,0,0,0,
43204.608,108011.520,dma,2637,2637,0,0,0,
43220.992,108052.480,dma,2638,2638,0,0,0,
43237.376,108093.440,dma,2639,2639,0,0,0,
43253.760,108134.400,dma,2640,2640,0,0,0,
43270.144,108175.360,dma,2641,2641,0,0,0,
43286.528,108216.320,dma,2642,2642,0,0,0,
43302.912,108257.280,dma,2643,2643,0,0,0,
43319.296,108298.240,dma,2644,2644,0,0,0,
43335.680,108339.200,dma,2645,2645,0,0,0,
43352.064,108380.160,dma,2646,2646,0,0,0,
43368.448,108421.120,dma,2647,2647,0,0,0,
43384.832,108462.080,dma,2648,2648,0,0,0,
43401.216,108503.040,dma,2649,2649,0,0,0,
43417.600,108544.000,dma,2650,2650,0,0,0,
43433.984,108584.960,dma,2651,2651,0,0,0,
43450.368,108625.920,dma,2652,2652,0,0,0,
43466.752,108666.880,dma,2653,2653,0,0,0,
43483.136,108707.840,dma,2654,2654,0,0,0,
43499.520,108748.800,dma,2655,2655,0,0,0,
43515.904,108789.760,dma,2656,2656,0,0,0,
43532.288,108830.720,dma,2657,2657,0,0,0,
43548.672,108871.680,dma,2658,2658,0,0,0,
43565.056,108912.640,dma,2659,2659,0,0,0,
43581.440,108953.600,dma,2660,2660,0,0,0,
43597.824,108994.560,dma,2661,2661,0,0,0,
43614.208,109035.520,dma,2662,2662,0,0,0,
43630.592,109076.480,dma,2663,2663,0,0,0,
43646.976,109117.440,dma,2664,2664,0,0,0,
43663.360,109158.400,dma,2665,2665,0,0,0,
43679.744,109199.360,dma,2666,2666,0,0,0,
43696.128,109240.320,dma,2667,2667,0,0,0,
43712.512,109281.280,dma,2668,2668,0,0,0,
43728.896,109322.240,dma,2669,2669,0,0,0,
43745.280,109363.200,dma,2670,2670,0,0,0,
43761.664,109404.160,dma,2671,2671,0,0,0,
43778.048,109445.120,dma,2672,2672,0,0,0,
43794.432,109486.080,dma,2673,2673,0,0,0,
43810.816,109527.040,dma,2674,2674,0,0,0,
43827.200,109568.000,dma,2675,2675,0,0,0,
43843.584,109608.960,dma,2676,2676,0,0,0,
43859.968,109649.920,dma,2677,2677,0,0,0,
43876.352,109690.880,dma,2678,2678,0,0,0,
43892.736,109731.840,dma,2679,2679,0,0,0,
43909.120,109772.800,dma,2680,2680,0,0,0,
43925.504,109813.760,dma,2681,2681,0,0,0,
43941.888,109854.720,dma,2682,2682,0,0,0,
43958.272,109895.680,dma,2683,2683,0,0,0,
43974.656,109936.640,dma,2684,2684,0,0,0,
43991.040,109977.600,dma,2685,2685,0,0,0,
44007.424,110018.560,dma,2686,2686,0,0,0,
44023.808,110059.520,dma,2687,2687,0,0,0,
44040.192,110100.480,dma,2688,2688,0,0,0,
44056.576,110141.440,dma,2689,2689,0,0,0,
44072.960,110182.400,dma,2690,2690,0,0,0,
44089.344,110223.360,dma,2691,2691,0,0,0,
44105.728,110264.320,dma,2692,2692,0,0,0,
44122.112,110305.280,dma,2693,2693,0,0,0,
44138.496,110346.240,dma,2694,2694,0,0,0,
44154.880,110387.200,dma,2695,2695,0,0,0,
44171.264,110428.160,dma,2696,2696,0,0,0,
44187.648,110469.120,dma,2697,2697,0,0,0,
44204.032,110510.080,dma,2698,2698,0,0,0,
44220.416,110551.040,dma,2699,2699,0,0,0,
44236.800,110592.000,dma,2700,2700,0,0,0,
44253.184,110632.960,dma,2701,2701,0,0,0,
44269.568,110673.920,dma,2702,2702,0,0,0,
44285.952,110714.880,dma,2703,2703,0,0,0,
44302.336,110755.840,dma,2704,2704,0,0,0,
44318.720,110796.800,dma,2705,2705,0,0,0,
44335.104,110837.760,dma,2706,2706,0,0,0,
44351.488,110878.720,dma,2707,2707,0,0,0,
44367.872,110919.680,dma,2708,2708,0,0,0,
44384.256,110960.640,dma,2709,2709,0,0,0,
44400.640,111001.600,dma,2710,2710,0,0,0,
44417.024,111042.560,dma,2711,2711,0,0,0,
44433.408,111083.520,dma,2712,2712,0,0,0,
44449.792,111124.480,dma,2713,2713,0,0,0,
44466.176,111165.440,dma,2714,2714,0,0,0,
44482.560,111206.400,dma,2715,2715,0,0,0,
44498.944,111247.360,dma,2716,2716,0,0,0,
44515.328,111288.320,dma,2717,2717,0,0,0,
44531.712,111329.280,dma,2718,2718,0,0,0,
44548.096,111370.240,dma,2719,2719,0,0,0,
44564.480,111411.200,dma,2720,2720,0,0,0,
44580.864,111452.160,dma,2721,2721,0,0,0,
44597.248,111493.120,dma,2722,2722,0,0,0,
44613.632,111534.080,dma,2723,2723,0,0,0,
44630.016,111575.040,dma,2724,2724,0,0,0,
44646.400,111616.000,dma,2725,2725,0,0,0,
44662.784,111656.960,dma,2726,2726,0,0,0,
44679.168,111697.920,dma,2727,2727,0,0,0,
44695.552,111738.880,dma,2728,2728,0,0,0,
44711.936,111779.840,dma,2729,2729,0,0,0,
44728.320,111820.800,dma,2730,2730,0,0,0,
44744.704,111861.760,dma,2731,2731,0,0,0,
44761.088,111902.720,dma,2732,2732,0,0,0,
44777.472,111943.680,dma,2733,2733,0,0,0,
44793.856,111984.640,dma,2734,2734,0,0,0,
44810.240,112025.600,dma,2735,2735,0,0,0,
44826.624,112066.560,dma,2736,2736,0,0,0,
44843.008,112107.520,dma,2737,2737,0,0,0,
44859.392,112148.480,dma,2738,2738,0,0,0,
44875.776,112189.440,dma,2739,2739,0,0,0,
44892.160,112230.400,dma,2740,2740,0,0,0,
44908.544,112271.360,dma,2741,2741,0,0,0,
44924.928,112312.320,dma,2742,2742,0,0,0,
44941.312,112353.280,dma,2743,2743,0,0,0,
44957.696,112394.240,dma,2744,2744,0,0,0,
44974.080,112435.200,dma,2745,2745,0,0,0,
44990.464,112476.160,dma,2746,2746,0,0,0,
45006.848,112517.120,dma,2747,2747,0,0,0,
45023.232,112558.080,dma,2748,2748,0,0,0,
45039.616,112599.040,dma,2749,2749,0,0,0,
45056.000,112640.000,dma,2750,2750,0,0,0,
45072.384,112680.960,dma,2751,2751,0,0,0,
45088.768,112721.920,dma,2752,2752,0,0,0,
45105.152,112762.880,dma,2753,2753,0,0,0,
45121.536,112803.840,dma,2754,2754,0,0,0,
45137.920,112844.800,dma,2755,2755,0,0,0,
45154.304,112885.760,dma,2756,2756,0,0,0,
45170.688,112926.720,dma,2757,2757,0,0,0,
45187.072,112967.680,dma,2758,2758,0,0,0,
45203.456,113008.640,dma,2759,2759,0,0,0,
45219.840,113049.600,dma,2760,2760,0,0,0,
45236.224,113090.560,dma,2761,2761,0,0,0,
45252.608,113131.520,dma,2762,2762,0,0,0,
45268.992,113172.480,dma,2763,2763,0,0,0,
45285.376,113213.440,dma,2764,2764,0,0,0,
45301.760,113254.400,dma,2765,2765,0,0,0,
45318.144,113295.360,dma,2766,2766,0,0,0,
45334.528,113336.320,dma,2767,2767,0,0,0,
45350.912,113377.280,dma,2768,2768,0,0,0,
45367.296,113418.240,dma,2769,2769,0,0,0,
45383.680,113459.200,dma,2770,2770,0,0,0,
45400.064,113500.160,dma,2771,2771,0,0,0,
45416.448,113541.120,dma,2772,2772,0,0,0,
45432.832,113582.080,dma,2773,2773,0,0,0,
45449.216,113623.040,dma,2774,2774,0,0,0,
45465.600,113664.000,dma,2775,2775,0,0,0,
45481.984,113704.960,dma,2776,2776,0,0,0,
45498.368,113745.920,dma,2777,2777,0,0,0,
45514.752,113786.880,dma,2778,2778,0,0,0,
45531.136,113827.840,dma,2779,2779,0,0,0,
45547.520,113868.800,dma,2780,2780,0,0,0,
45563.904,113909.760,dma,2781,2781,0,0,0,
45580.288,113950.720,dma,2782,2782,0,0,0,
45596.672,113991.680,dma,2783,2783,0,0,0,
45613.056,114032.640,dma,2784,2784,0,0,0,
45629.440,114073.600,dma,2785,2785,0,0,0,
45645.824,114114.560,dma,2786,2786,0,0,0,
45662.208,114155.520,dma,2787,2787,0,0,0,
45678.592,114196.480,dma,2788,2788,0,0,0,
45694.976,114237.440,dma,2789,2789,0,0,0,
45711.360,114278.400,dma,2790,2790,0,0,0,
45727.744,114319.360,dma,2791,2791,0,0,0,
45744.128,114360.320,dma,2792,2792,0,0,0,
45760.512,114401.280,dma,2793,2793,0,0,0,
45776.896,114442.240,dma,2794,2794,0,0,0,
45793.280,114483.200,dma,2795,2795,0,0,0,
45809.664,114524.160,dma,2796,2796,0,0,0,
45826.048,114565.120,dma,2797,2797,0,0,0,
45842.432,114606.080,dma,2798,2798,0,0,0,
45858.816,114647.040,dma,2799,2799,0,0,0,
45875.200,114688.000,dma,2800,2800,0,0,0,
45891.584,114728.960,dma,2801,2801,0,0,0,
45907.968,114769.920,dma,2802,2802,0,0,0,
45924.352,114810.880,dma,2803,2803,0,0,0,
45940.736,114851.840,dma,2804,2804,0,0,0,
45957.120,114892.800,dma,2805,2805,0,0,0,
45973.504,114933.760,dma,2806,2806,0,0,0,
45989.888,114974.720,dma,2807,2807,0,0,0,
46006.272,115015.680,dma,2808,2808,0,0,0,
46022.656,115056.640,dma,2809,2809,0,0,0,
46039.040,115097.600,dma,2810,2810,0,0,0,
46055.424,115138.560,dma,2811,2811,0,0,0,
46071.808,115179.520,dma,2812,2812,0,0,0,
46088.192,115220.480,dma,2813,2813,0,0,0,
46104.576,115261.440,dma,2814,2814,0,0,0,
46120.960,115302.400,dma,2815,2815,0,0,0,
46137.344,115343.360,dma,2816,2816,0,0,0,
46153.728,115384.320,dma,2817,2817,0,0,0,
46170.112,115425.280,dma,2818,2818,0,0,0,
46186.496,115466.240,dma,2819,2819,0,0,0,
46202.880,115507.200,dma,2820,2820,0,0,0,
46219.264,115548.160,dma,2821,2821,0,0,0,
46235.648,115589.120,dma,2822,2822,0,0,0,
46252.032,115630.080,dma,2823,2823,0,0,0,
46268.416,115671.040,dma,2824,2824,0,0,0,
46284.800,115712.000,dma,2825,2825,0,0,0,
46301.184,115752.960,dma,2826,2826,0,0,0,
46317.568,115793.920,dma,2827,2827,0,0,0,
46333.952,115834.880,dma,2828,2828,0,0,0,
46350.336,115875.840,dma,2829,2829,0,0,0,
46366.720,115916.800,dma,2830,2830,0,0,0,
46383.104,115957.760,dma,2831,2831,0,0,0,
46399.488,115998.720,dma,2832,2832,0,0,0,
46415.872,116039.680,dma,2833,2833,0,0,0,
46432.256,116080.640,dma,2834,2834,0,0,0,
46448.640,116121.600,dma,2835,2835,0,0,0,
46465.024,116162.560,dma,2836,2836,0,0,0,
46481.408,116203.520,dma,2837,2837,0,0,0,
46497.792,116244.480,dma,2838,2838,0,0,0,
46514.176,116285.440,dma,2839,2839,0,0,0,
46530.560,116326.400,dma,2840,2840,0,0,0,
46546.944,116367.360,dma,2841,2841,0,0,0,
46563.328,116408.320,dma,2842,2842,0,0,0,
46579.712,116449.280,dma,2843,2843,0,0,0,
46596.096,116490.240,dma,2844,2844,0,0,0,
46612.480,116531.200,dma,2845,2845,0,0,0,
46628.864,116572.160,dma,2846,2846,0,0,0,
46645.248,116613.120,dma,2847,2847,0,0,0,
46661.632,116654.080,dma,2848,2848,0,0,0,
46678.016,116695.040,dma,2849,2849,0,0,0,
46694.400,116736.000,dma,2850,2850,0,0,0,
46710.784,116776.960,dma,2851,2851,0,0,0,
46727.168,116817.920,dma,2852,2852,0,0,0,
46743.552,116858.880,dma,2853,2853,0,0,0,
46759.936,116899.840,dma,2854,2854,0,0,0,
46776.320,116940.800,dma,2855,2855,0,0,0,
